index                                                              shard prirep state      docs    store ip            node
.opendistro-job-scheduler-lock                                     1     p      STARTED       0     208b x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-job-scheduler-lock                                     2     p      STARTED       0     208b x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-job-scheduler-lock                                     2     r      STARTED       0     208b x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-job-scheduler-lock                                     2     r      STARTED       0     208b x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-job-scheduler-lock                                     3     r      STARTED       0     208b x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-job-scheduler-lock                                     3     p      STARTED       0     208b x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-job-scheduler-lock                                     3     r      STARTED       0     208b x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opensearch-sap-log-types-config                                   0     r      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opensearch-sap-log-types-config                                   0     p      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opensearch-sap-log-types-config                                   0     r      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opensearch-sap-log-types-config                                   1     r      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opensearch-sap-log-types-config                                   1     p      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opensearch-sap-log-types-config                                   1     r      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opensearch-sap-log-types-config                                   2     r      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opensearch-sap-log-types-config                                   2     p      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opensearch-sap-log-types-config                                   2     r      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opensearch-sap-log-types-config                                   3     r      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opensearch-sap-log-types-config                                   3     p      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opensearch-sap-log-types-config                                   3     r      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opensearch-sap-log-types-config                                   4     r      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opensearch-sap-log-types-config                                   4     p      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opensearch-sap-log-types-config                                   4     r      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-anomaly-checkpoints                                    0     r      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-anomaly-checkpoints                                    0     p      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-anomaly-checkpoints                                    0     r      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-anomaly-checkpoints                                    1     r      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-anomaly-checkpoints                                    1     r      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-anomaly-checkpoints                                    1     p      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-anomaly-checkpoints                                    2     p      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-anomaly-checkpoints                                    2     r      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-anomaly-checkpoints                                    2     r      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-anomaly-results-history-2024.09.04-1                   0     r      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-anomaly-results-history-2024.09.04-1                   0     p      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-anomaly-results-history-2024.09.04-1                   0     r      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-anomaly-results-history-2024.09.04-1                   1     r      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-anomaly-results-history-2024.09.04-1                   1     r      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-anomaly-results-history-2024.09.04-1                   1     p      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-anomaly-results-history-2024.09.04-1                   2     p      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-anomaly-results-history-2024.09.04-1                   2     r      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-anomaly-results-history-2024.09.04-1                   2     r      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-anomaly-detectors                                      0     r      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-anomaly-detectors                                      0     p      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-anomaly-detectors                                      0     r      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-anomaly-detectors                                      1     r      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-anomaly-detectors                                      1     r      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-anomaly-detectors                                      1     p      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-anomaly-detectors                                      2     p      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-anomaly-detectors                                      2     r      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-anomaly-detectors                                      2     r      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-anomaly-detectors                                      3     r      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-anomaly-detectors                                      3     p      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-anomaly-detectors                                      3     r      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-anomaly-detectors                                      4     r      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-anomaly-detectors                                      4     r      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-anomaly-detectors                                      4     p      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-anomaly-detector-jobs                                  0     r      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-anomaly-detector-jobs                                  0     p      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-anomaly-detector-jobs                                  0     r      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-anomaly-detection-state                                0     r      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-anomaly-detection-state                                0     p      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-anomaly-detection-state                                0     r      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-anomaly-detection-state                                1     r      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-anomaly-detection-state                                1     r      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-anomaly-detection-state                                1     p      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-anomaly-detection-state                                2     p      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-anomaly-detection-state                                2     r      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-anomaly-detection-state                                2     r      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-anomaly-detection-state                                3     r      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-anomaly-detection-state                                3     p      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-anomaly-detection-state                                3     r      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opendistro-anomaly-detection-state                                4     r      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opendistro-anomaly-detection-state                                4     r      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opendistro-anomaly-detection-state                                4     p      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
.opensearch-notifications-config                                   0     r      STARTED                  x.x.x.x 29c0c31e36edd2944b72e345350b35c5
.opensearch-notifications-config                                   0     p      STARTED                  x.x.x.x a5d7289b2729c0a489674139b94e1430
.opensearch-notifications-config                                   0     r      STARTED                  x.x.x.x 891f0bf787b7cf1decffdbbc0c4babe9
