Identifier,ARN,Resource type,Region,AWS account,Application,LastReportedAt,Service,Tags,Tag:sec:data-classification,Tag:ops:tfe_workspace,Tag:map-migrated,Tag:ops:environment,Tag:ops:tf_module,Tag:org:business-area,Tag:ops:status,Tag:ops:platform,Tag:sec:regulated,Tag:ops:managed-by,Tag:sec:territory,Tag:org:team,Tag:ops:region,Tag:org:department,Tag:org:division
restapis/25s65e3wn9/resources/yvivag/methods/GET,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/yvivag/methods/GET,apigateway:restapis/resources/methods,eu-west-2,658499212567,-,Sat Jan 24 2026 23:36:24 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/b68dvu4ohl/resources/wlpgt8/methods/GET,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl/resources/wlpgt8/methods/GET,apigateway:restapis/resources/methods,eu-west-2,658499212567,-,Sat Jan 24 2026 23:36:38 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/b68dvu4ohl/resources/sk8p99,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl/resources/sk8p99,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:47 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/b68dvu4ohl/resources/xnsr8dxogc,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl/resources/xnsr8dxogc,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:48 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/b68dvu4ohl/resources/228nc6,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl/resources/228nc6,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:44 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/b68dvu4ohl/resources/wlpgt8,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl/resources/wlpgt8,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:48 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/vczslj,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/vczslj,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:43 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/wijr1r,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/wijr1r,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:43 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/77nta4,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/77nta4,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:40 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/vczslj/methods/GET,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/vczslj/methods/GET,apigateway:restapis/resources/methods,eu-west-2,658499212567,-,Sat Jan 24 2026 23:36:22 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/b68dvu4ohl/resources/v8eg8d/methods/GET,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl/resources/v8eg8d/methods/GET,apigateway:restapis/resources/methods,eu-west-2,658499212567,-,Sat Jan 24 2026 23:36:36 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/wm1lzh,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/wm1lzh,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:43 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/b68dvu4ohl/resources/27sj4f/methods/GET,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl/resources/27sj4f/methods/GET,apigateway:restapis/resources/methods,eu-west-2,658499212567,-,Sat Jan 24 2026 23:36:29 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/vl9qtu,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/vl9qtu,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:43 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/09t0d7,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/09t0d7,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:38 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/qq1evn/methods/GET,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/qq1evn/methods/GET,apigateway:restapis/resources/methods,eu-west-2,658499212567,-,Sat Jan 24 2026 23:36:20 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/qgo25v8kfa,arn:aws:apigateway:eu-west-2::/restapis/qgo25v8kfa,apigateway:restapis,eu-west-2,658499212567,-,Fri Jan 16 2026 20:49:53 GMT+0000 (Greenwich Mean Time),apigateway,15,private,terraform-aws-excite-prod-eu00,mig9N7YJ8QM5D,prod,terraform-aws-api-gateway,Excite Development,live-hidden,Excite,true,terraform,EU,Excite Platform Engineering,eu-west-2,Excite Platform,Technology
restapis/25s65e3wn9/resources/77nta4/methods/GET,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/77nta4/methods/GET,apigateway:restapis/resources/methods,eu-west-2,658499212567,-,Sat Jan 24 2026 23:36:13 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/b68dvu4ohl/resources/an3dn2,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl/resources/an3dn2,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:45 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/qgo25v8kfa/resources/0388xvxtr2,arn:aws:apigateway:eu-west-2::/restapis/qgo25v8kfa/resources/0388xvxtr2,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:49 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/b68dvu4ohl/resources/rkmwlp/methods/GET,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl/resources/rkmwlp/methods/GET,apigateway:restapis/resources/methods,eu-west-2,658499212567,-,Sat Jan 24 2026 23:36:34 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/b68dvu4ohl/resources/an3dn2/methods/GET,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl/resources/an3dn2/methods/GET,apigateway:restapis/resources/methods,eu-west-2,658499212567,-,Sat Jan 24 2026 23:36:30 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/0oxjwp,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/0oxjwp,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:39 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/b68dvu4ohl/resources/v8eg8d,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl/resources/v8eg8d,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:47 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/b68dvu4ohl/resources/rcenza,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl/resources/rcenza,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:47 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/cl7wzx,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/cl7wzx,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:40 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/17pw6l/methods/GET,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/17pw6l/methods/GET,apigateway:restapis/resources/methods,eu-west-2,658499212567,-,Sat Jan 24 2026 23:36:10 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/zl4vnw,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/zl4vnw,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:44 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/b68dvu4ohl,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl,apigateway:restapis,eu-west-2,658499212567,-,Fri Jan 16 2026 20:49:52 GMT+0000 (Greenwich Mean Time),apigateway,15,private,terraform-aws-excite-prod-eu00,mig9N7YJ8QM5D,prod,terraform-aws-api-gateway,Excite Development,live-hidden,Excite,true,terraform,EU,Excite Platform Engineering,eu-west-2,Excite Platform,Technology
restapis/25s65e3wn9/resources/u1xkod,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/u1xkod,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:43 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/b68dvu4ohl/resources/hjzqxp,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl/resources/hjzqxp,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:46 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/b68dvu4ohl/resources/rkmwlp,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl/resources/rkmwlp,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:47 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/6vgjuy,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/6vgjuy,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:39 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/5tr133/methods/GET,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/5tr133/methods/GET,apigateway:restapis/resources/methods,eu-west-2,658499212567,-,Sat Jan 24 2026 23:36:13 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/d11zpyjer5/stages/v2,arn:aws:apigateway:eu-west-2::/restapis/d11zpyjer5/stages/v2,apigateway:restapis/stages,eu-west-2,658499212567,-,Tue Jan 27 2026 06:51:23 GMT+0000 (Greenwich Mean Time),apigateway,15,private,terraform-aws-excite-prod-eu00,mig9N7YJ8QM5D,prod,terraform-aws-api-gateway,Excite Development,live-hidden,Excite,true,terraform,EU,Excite Platform Engineering,eu-west-2,Excite Platform,Technology
restapis/25s65e3wn9,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9,apigateway:restapis,eu-west-2,658499212567,-,Fri Jan 16 2026 20:49:52 GMT+0000 (Greenwich Mean Time),apigateway,15,private,terraform-aws-excite-prod-eu00,mig9N7YJ8QM5D,prod,terraform-aws-api-gateway,Excite Development,live-hidden,Excite,true,terraform,EU,Excite Platform Engineering,eu-west-2,Excite Platform,Technology
restapis/b68dvu4ohl/resources/pgrg06/methods/GET,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl/resources/pgrg06/methods/GET,apigateway:restapis/resources/methods,eu-west-2,658499212567,-,Sat Jan 24 2026 23:36:31 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/yvivag,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/yvivag,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:44 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/b68dvu4ohl/resources/27sj4f,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl/resources/27sj4f,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:45 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/09t0d7/methods/GET,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/09t0d7/methods/GET,apigateway:restapis/resources/methods,eu-west-2,658499212567,-,Sat Jan 24 2026 23:36:08 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/b68dvu4ohl/resources/fy1hqe/methods/GET,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl/resources/fy1hqe/methods/GET,apigateway:restapis/resources/methods,eu-west-2,658499212567,-,Sat Jan 24 2026 23:36:31 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/b68dvu4ohl/resources/fy1hqe,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl/resources/fy1hqe,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:45 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/b68dvu4ohl/resources/1z8w86/methods/GET,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl/resources/1z8w86/methods/GET,apigateway:restapis/resources/methods,eu-west-2,658499212567,-,Sat Jan 24 2026 23:36:27 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/pcie4o,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/pcie4o,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:42 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/zplcob,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/zplcob,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:44 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/gu5n03/methods/GET,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/gu5n03/methods/GET,apigateway:restapis/resources/methods,eu-west-2,658499212567,-,Sat Jan 24 2026 23:36:15 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/vl9qtu/methods/GET,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/vl9qtu/methods/GET,apigateway:restapis/resources/methods,eu-west-2,658499212567,-,Sat Jan 24 2026 23:36:22 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/bdq3ph,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/bdq3ph,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:40 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/b68dvu4ohl/resources/pwdtdg,arn:aws:apigateway:eu-west-2::/restapis/b68dvu4ohl/resources/pwdtdg,apigateway:restapis/resources,eu-west-2,658499212567,-,Mon Jan 26 2026 07:24:47 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/d11zpyjer5/resources/9x6slu/methods/POST,arn:aws:apigateway:eu-west-2::/restapis/d11zpyjer5/resources/9x6slu/methods/POST,apigateway:restapis/resources/methods,eu-west-2,658499212567,-,Sat Jan 24 2026 23:36:39 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
restapis/25s65e3wn9/resources/jttz8k/methods/GET,arn:aws:apigateway:eu-west-2::/restapis/25s65e3wn9/resources/jttz8k/methods/GET,apigateway:restapis/resources/methods,eu-west-2,658499212567,-,Sat Jan 24 2026 23:36:17 GMT+0000 (Greenwich Mean Time),apigateway,0,(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged),(not tagged)
